brand,model,year,km_driven,fuel,transmission,owner,engine,max_power,seats,selling_price
Toyota,Camry,2016,207486,Hybrid,Automatic,First Owner,3141,384,4,2416489
Mercedes,GLA,2014,117694,Diesel,Manual,Second Owner,3269,142,5,2646206
Kia,Cerato,2020,46761,Diesel,Automatic,First Owner,3162,189,7,1995213
Hyundai,Tucson,2024,240328,Hybrid,Manual,Second Owner,3167,398,5,2593724
Ford,Kuga,2010,100442,Petrol,Automatic,Third Owner,2756,162,5,1444881
Hyundai,Elantra,2022,240088,Diesel,Manual,Third Owner,3435,191,4,1568478
Toyota,Corolla,2012,118144,Hybrid,Automatic,Second Owner,3584,337,7,2233072
Kia,Rio,2020,8851,Diesel,Manual,Third Owner,1023,362,5,1813066
BMW,320,2022,99688,Diesel,Automatic,First Owner,2886,319,5,3777469
Mercedes,GLA,2010,180889,Hybrid,Manual,Second Owner,2215,267,7,3071529
BMW,320,2011,147032,Hybrid,Manual,Second Owner,1376,381,7,3301116
Kia,Sportage,2012,119227,Diesel,Manual,First Owner,1577,378,5,1618195
Mercedes,GLA,2010,122775,Petrol,Automatic,Third Owner,3995,257,5,3203666
BMW,320,2019,183524,Diesel,Automatic,Second Owner,1185,233,5,3044261
Ford,Kuga,2012,5756,Hybrid,Manual,First Owner,2503,324,4,1974889
Volkswagen,Tiguan,2008,197496,Petrol,Manual,Third Owner,2635,182,7,960082
Mercedes,E200,2016,18851,Diesel,Manual,First Owner,1557,212,5,3088993
BMW,X3,2013,246052,Hybrid,Automatic,Third Owner,2146,72,4,2733598
Toyota,Camry,2024,175904,Hybrid,Manual,First Owner,3821,204,7,2152436
Hyundai,Elantra,2010,40717,Diesel,Manual,Second Owner,3221,261,4,1231214
Hyundai,Elantra,2009,211124,Diesel,Manual,First Owner,1475,364,5,1323574
Toyota,RAV4,2013,226207,Diesel,Manual,Third Owner,1352,231,4,906060
Hyundai,Elantra,2009,200000,Diesel,Manual,Second Owner,1218,361,4,1005783
BMW,320,2009,126208,Petrol,Automatic,Third Owner,2285,77,4,2536855
Hyundai,Sonata,2010,234967,Hybrid,Automatic,Third Owner,3913,237,7,1650714
Mercedes,C200,2012,214046,Hybrid,Automatic,Second Owner,3429,354,7,3730248
BMW,X5,2019,39473,Hybrid,Automatic,Second Owner,2934,129,5,3726204
Ford,Kuga,2010,168684,Hybrid,Manual,Second Owner,1828,229,7,1411867
Toyota,Corolla,2010,14311,Diesel,Automatic,First Owner,1629,250,7,1335834
Volkswagen,Tiguan,2020,63138,Hybrid,Manual,First Owner,2918,221,4,2345715
Ford,Kuga,2019,119779,Diesel,Manual,Second Owner,1620,285,7,1705129
Toyota,Camry,2016,148044,Diesel,Manual,Third Owner,2758,299,4,1609720
Kia,Cerato,2015,193153,Diesel,Automatic,Third Owner,3061,169,7,1466852
Mercedes,C200,2018,214768,Petrol,Automatic,Third Owner,2220,277,4,2929528
Kia,Rio,2018,92554,Petrol,Automatic,Second Owner,2133,95,5,1533639
Mercedes,E200,2018,97389,Petrol,Automatic,Second Owner,1653,175,7,2936266
BMW,X3,2008,160731,Petrol,Automatic,Second Owner,1438,91,5,2018837
Volkswagen,Tiguan,2017,196527,Petrol,Manual,First Owner,1408,112,4,719792
Hyundai,Tucson,2020,29839,Hybrid,Manual,First Owner,2345,221,7,2311475
Hyundai,Tucson,2020,19151,Hybrid,Manual,First Owner,3596,82,5,1911708
Volkswagen,Tiguan,2019,246009,Petrol,Automatic,Second Owner,3861,112,7,1747191
BMW,320,2010,179813,Petrol,Manual,Second Owner,2285,359,5,2800253
Ford,Focus,2008,46394,Diesel,Manual,First Owner,2308,126,5,712308
BMW,X3,2013,242635,Diesel,Automatic,Second Owner,3595,386,5,3201501
Toyota,Camry,2017,16488,Diesel,Manual,Second Owner,3884,167,4,2002495
Hyundai,Tucson,2009,248990,Diesel,Automatic,Third Owner,1114,188,7,765735
Ford,Focus,2009,7548,Diesel,Automatic,Third Owner,3547,180,5,1534710
Ford,Kuga,2008,58284,Hybrid,Manual,First Owner,2136,248,4,1547834
Toyota,Corolla,2021,16955,Hybrid,Automatic,First Owner,1294,347,5,2652957
Volkswagen,Tiguan,2011,63033,Hybrid,Automatic,Third Owner,3525,159,7,2017793
Mercedes,E200,2015,243368,Diesel,Automatic,First Owner,1187,255,5,2996088
Toyota,Corolla,2009,111838,Diesel,Manual,Third Owner,1078,273,7,1016558
Hyundai,Tucson,2009,24316,Hybrid,Automatic,Third Owner,2799,314,5,1907310
Toyota,RAV4,2015,130562,Hybrid,Automatic,Third Owner,3786,134,7,1829756
BMW,X3,2014,154494,Diesel,Automatic,Third Owner,3862,261,4,3361854
Toyota,Corolla,2020,133654,Diesel,Automatic,First Owner,2368,237,4,1735828
BMW,320,2019,222171,Petrol,Manual,Second Owner,1870,264,5,2802585
Mercedes,C200,2020,53141,Diesel,Manual,Second Owner,3200,200,4,3425286
Kia,Rio,2013,178406,Hybrid,Manual,First Owner,1906,227,5,1439290
Ford,Focus,2010,8993,Hybrid,Manual,Third Owner,1163,399,5,1958883
Ford,Kuga,2009,98367,Petrol,Manual,Third Owner,3215,354,5,1506741
Kia,Sportage,2015,8655,Petrol,Manual,First Owner,2572,271,5,1761429
BMW,320,2008,78817,Hybrid,Automatic,Second Owner,2368,358,7,3353931
Ford,Kuga,2022,89745,Hybrid,Manual,First Owner,1700,373,7,2541539
Kia,Sportage,2017,48905,Diesel,Manual,First Owner,1984,284,7,1915077
Ford,Focus,2008,236930,Hybrid,Manual,Second Owner,2515,251,7,953961
BMW,320,2016,126095,Diesel,Manual,Third Owner,3440,134,4,2759383
Hyundai,Elantra,2010,215017,Diesel,Manual,First Owner,3923,351,4,1311436
BMW,320,2021,188611,Petrol,Manual,Third Owner,3490,157,4,2991274
Mercedes,GLA,2011,141905,Hybrid,Automatic,Third Owner,1017,257,7,3048724
Toyota,Camry,2011,207585,Petrol,Automatic,First Owner,3193,260,5,1246333
Kia,Cerato,2010,196451,Hybrid,Automatic,Third Owner,2899,310,4,1678669
Volkswagen,Tiguan,2011,105065,Hybrid,Manual,Third Owner,1206,243,4,1277676
Hyundai,Tucson,2014,22607,Hybrid,Automatic,Third Owner,1633,330,7,2255826
Hyundai,Elantra,2024,77380,Diesel,Automatic,First Owner,3692,119,7,2106941
BMW,320,2023,47601,Petrol,Manual,First Owner,3257,179,7,3382587
Mercedes,GLA,2012,168911,Petrol,Manual,Third Owner,1636,100,5,2284101
Toyota,Camry,2016,132736,Diesel,Manual,Third Owner,1539,338,7,1528375
Toyota,Corolla,2021,99346,Hybrid,Manual,Third Owner,1041,134,7,1601709
Volkswagen,Tiguan,2008,38444,Petrol,Manual,First Owner,2134,146,4,1259229
Ford,Focus,2012,192941,Diesel,Automatic,Second Owner,1520,122,4,1148187
Mercedes,GLA,2014,15860,Petrol,Manual,Second Owner,2374,94,5,2564442
Mercedes,E200,2014,5756,Hybrid,Manual,Second Owner,3929,374,4,4137297
Ford,Mondeo,2022,125481,Diesel,Automatic,Third Owner,1393,382,7,2334697
BMW,320,2010,184250,Petrol,Manual,Third Owner,1367,282,7,2369310
Ford,Kuga,2010,128122,Diesel,Automatic,Third Owner,1167,151,7,1119122
Volkswagen,Tiguan,2014,36282,Petrol,Automatic,First Owner,3216,211,4,2068025
Kia,Sportage,2020,47520,Petrol,Manual,First Owner,1485,284,5,1669328
Toyota,RAV4,2009,101178,Diesel,Automatic,Second Owner,2610,305,4,1464018
Hyundai,Elantra,2020,248757,Petrol,Manual,Third Owner,3097,271,5,1797185
Mercedes,C200,2017,157361,Diesel,Automatic,Second Owner,3687,88,5,3049052
Hyundai,Sonata,2014,184531,Diesel,Manual,Third Owner,1920,360,5,1601659
Mercedes,C200,2017,174665,Hybrid,Automatic,First Owner,2858,167,4,3397958
Ford,Focus,2020,40308,Diesel,Manual,First Owner,2210,145,5,1671988
BMW,X5,2012,246076,Hybrid,Automatic,Third Owner,3272,234,5,2984677
Volkswagen,Passat,2011,183042,Hybrid,Manual,Third Owner,3019,374,7,2028863
Kia,Rio,2021,43671,Hybrid,Manual,Third Owner,2274,113,7,2061696
Kia,Cerato,2020,74119,Petrol,Manual,Third Owner,2387,192,4,1655403
Volkswagen,Polo,2022,53931,Diesel,Manual,Second Owner,3177,190,4,1937166
BMW,X5,2014,218709,Petrol,Manual,First Owner,1322,257,7,2373715
Kia,Sportage,2020,12337,Diesel,Automatic,Second Owner,2912,269,7,2361764
Kia,Cerato,2016,135909,Diesel,Automatic,Second Owner,3403,207,7,1841940
Ford,Kuga,2018,57263,Diesel,Manual,Second Owner,2518,358,5,2048845
Ford,Mondeo,2020,106360,Hybrid,Automatic,First Owner,2764,176,5,2310533
BMW,320,2013,94982,Diesel,Automatic,First Owner,3193,74,7,2773874
Mercedes,GLA,2017,138181,Petrol,Automatic,First Owner,2634,375,4,3690928
Mercedes,E200,2020,109090,Diesel,Automatic,First Owner,1462,192,4,3028170
Hyundai,Sonata,2012,67809,Diesel,Manual,Second Owner,1743,267,4,1389799
Ford,Mondeo,2009,180032,Diesel,Manual,First Owner,1644,282,4,1015382
Mercedes,E200,2017,60965,Hybrid,Manual,Second Owner,3320,281,4,3762366
Volkswagen,Polo,2015,32328,Hybrid,Manual,First Owner,3187,400,7,2407964
Volkswagen,Passat,2023,144153,Diesel,Manual,First Owner,1492,110,5,1340773
Volkswagen,Tiguan,2022,29216,Hybrid,Automatic,Second Owner,1640,177,5,2353975
Ford,Kuga,2016,198757,Petrol,Automatic,Third Owner,2886,202,5,1474871
Ford,Kuga,2023,17742,Petrol,Automatic,First Owner,3632,153,7,2000829
Ford,Kuga,2008,186272,Hybrid,Automatic,Second Owner,1604,183,5,1487993
Hyundai,Sonata,2012,156336,Diesel,Automatic,Third Owner,2326,278,4,1738446
BMW,X5,2008,34222,Diesel,Manual,Third Owner,1191,392,7,2796366
Mercedes,C200,2022,249430,Hybrid,Manual,First Owner,2505,236,7,3470346
Kia,Cerato,2009,14533,Petrol,Manual,Second Owner,3795,161,7,1317237
BMW,320,2017,53839,Diesel,Automatic,Third Owner,1798,131,5,3079045
Toyota,RAV4,2017,64430,Hybrid,Manual,First Owner,2630,340,7,2309773
Volkswagen,Passat,2023,48117,Petrol,Manual,First Owner,1811,263,7,1947754
Mercedes,E200,2012,140816,Diesel,Manual,Third Owner,1109,377,7,2809653
BMW,X3,2023,210545,Petrol,Automatic,First Owner,3945,261,7,3569578
Mercedes,GLA,2014,243431,Petrol,Manual,First Owner,1617,397,7,2810759
Ford,Mondeo,2015,188320,Hybrid,Manual,Third Owner,3471,381,4,2021736
Toyota,Camry,2019,228573,Diesel,Manual,Second Owner,1923,136,4,1111227
Hyundai,Sonata,2010,137979,Diesel,Manual,Second Owner,2626,116,4,800578
Kia,Sportage,2009,139073,Petrol,Automatic,Third Owner,3039,131,7,1257511
Ford,Focus,2014,104911,Petrol,Manual,First Owner,3012,133,4,1497564
Hyundai,Elantra,2019,174032,Hybrid,Manual,Third Owner,3776,356,7,2271328
BMW,X3,2010,230189,Diesel,Automatic,Third Owner,2073,343,5,2943982
Ford,Mondeo,2023,57508,Diesel,Automatic,Second Owner,1536,144,4,1900336
BMW,X3,2012,42128,Petrol,Manual,Third Owner,1434,381,5,3254144
Mercedes,C200,2019,151856,Hybrid,Manual,Third Owner,3723,393,4,3998631
BMW,X3,2019,111175,Petrol,Automatic,First Owner,3531,242,4,3673702
Mercedes,GLA,2009,240986,Diesel,Manual,Third Owner,3957,315,4,2921415
Toyota,RAV4,2011,144348,Petrol,Automatic,Second Owner,3800,321,5,1648154
Toyota,Corolla,2008,132288,Hybrid,Automatic,First Owner,3289,226,4,1824147
Volkswagen,Tiguan,2018,43927,Petrol,Manual,First Owner,2578,159,5,1729439
Volkswagen,Passat,2024,210663,Diesel,Automatic,First Owner,3338,312,7,2144881
Mercedes,E200,2010,87268,Hybrid,Automatic,Second Owner,1184,255,5,3146254
Mercedes,GLA,2010,214527,Petrol,Manual,Second Owner,1354,289,7,2599045
Mercedes,C200,2010,153432,Hybrid,Automatic,Second Owner,2754,209,4,3097338
Kia,Cerato,2010,156055,Hybrid,Automatic,Third Owner,1866,372,5,2058736
Hyundai,Tucson,2023,98782,Petrol,Manual,Second Owner,1002,140,4,1807316
Mercedes,C200,2021,46496,Hybrid,Manual,First Owner,3550,324,4,3981610
BMW,X3,2010,44235,Diesel,Manual,First Owner,3341,194,7,2690523
Hyundai,Tucson,2020,126309,Hybrid,Automatic,Second Owner,1148,359,7,2362654
Hyundai,Elantra,2010,48246,Diesel,Automatic,Second Owner,1947,110,7,1278792
Ford,Focus,2012,119779,Hybrid,Automatic,Third Owner,1115,305,5,1755562
Volkswagen,Tiguan,2024,145185,Hybrid,Automatic,Third Owner,3231,285,5,2824769
BMW,X3,2014,170403,Hybrid,Automatic,First Owner,1472,378,4,3324203
Volkswagen,Polo,2018,85941,Petrol,Manual,Third Owner,3752,366,7,2309855
Mercedes,C200,2015,37686,Petrol,Manual,First Owner,1495,370,4,3232998
Mercedes,C200,2019,132477,Diesel,Automatic,Second Owner,3306,397,5,4131352
Ford,Mondeo,2023,6805,Hybrid,Manual,First Owner,1574,285,7,2683867
Hyundai,Sonata,2017,86051,Hybrid,Automatic,Second Owner,2642,222,7,2014199
Hyundai,Tucson,2022,247052,Diesel,Manual,Second Owner,1824,267,5,1464562
Hyundai,Tucson,2009,72353,Diesel,Manual,First Owner,2665,195,5,1321482
Mercedes,GLA,2015,128275,Petrol,Manual,Third Owner,2581,209,7,2845030
Hyundai,Tucson,2013,126740,Diesel,Manual,First Owner,3600,359,7,1827208
Mercedes,C200,2020,63389,Diesel,Manual,First Owner,3845,259,7,3601280
Hyundai,Tucson,2008,51988,Diesel,Automatic,First Owner,1661,340,4,1307223
Hyundai,Sonata,2014,116821,Diesel,Manual,First Owner,2286,384,5,1767182
Kia,Cerato,2018,165359,Diesel,Automatic,Second Owner,2695,292,4,1800072
Mercedes,E200,2016,234286,Diesel,Manual,Second Owner,3904,201,4,2845559
Ford,Mondeo,2011,108683,Hybrid,Manual,Third Owner,1993,202,5,1653128
Kia,Sportage,2017,64353,Hybrid,Automatic,Second Owner,2080,78,7,1539817
Ford,Kuga,2013,43300,Petrol,Manual,Third Owner,2344,326,5,1851980
BMW,X3,2023,194673,Petrol,Automatic,First Owner,2020,150,4,3096809
Toyota,RAV4,2022,38839,Petrol,Manual,First Owner,2960,92,5,1654357
Mercedes,E200,2024,96159,Petrol,Automatic,Third Owner,3907,281,5,4114787
Mercedes,E200,2012,230219,Petrol,Manual,First Owner,1041,91,5,2074219
